qubits,depth,backend,threads,gates,wall_ms,hostname,commit,dtype,timestamp
12,10,serial,0,90,87.213,air.local,95bfa1c,complex64,2025-11-04T18:31:20
12,50,serial,0,450,413.852,air.local,95bfa1c,complex64,2025-11-04T18:31:21
12,100,serial,0,900,840.752,air.local,95bfa1c,complex64,2025-11-04T18:31:21
12,300,serial,0,2700,2600.667,air.local,95bfa1c,complex64,2025-11-04T18:31:24
12,600,serial,0,5400,5053.072,air.local,95bfa1c,complex64,2025-11-04T18:31:29
