qubits,depth,backend,threads,gates,wall_ms,hostname,commit,dtype,timestamp
12,10,numba,8,90,5.152,air.local,95bfa1c,complex64,2025-11-04T18:31:33
12,50,numba,8,450,19.993,air.local,95bfa1c,complex64,2025-11-04T18:31:33
12,100,numba,8,900,38.614,air.local,95bfa1c,complex64,2025-11-04T18:31:33
12,300,numba,8,2700,116.504,air.local,95bfa1c,complex64,2025-11-04T18:31:34
12,600,numba,8,5400,243.044,air.local,95bfa1c,complex64,2025-11-04T18:31:34
